date,temp_mean,temp_max,temp_min,precipitation
2024-12-22,13.4,18.4,8.9,0.0
2024-12-23,13.8,19.2,8.7,0.0
2024-12-24,14.3,19.3,9.6,0.0
2024-12-25,16.2,20.1,13.2,0.5
2024-12-26,17.0,19.9,13.9,0.0
2024-12-27,17.0,20.4,14.2,0.0
2024-12-28,14.6,18.4,11.6,0.0
2024-12-29,13.0,18.5,7.7,0.0
2024-12-30,15.7,22.0,9.4,0.0
2024-12-31,16.8,21.7,12.6,0.0
2025-01-01,16.5,22.2,11.1,0.0
2025-01-02,17.6,23.5,11.9,0.0
2025-01-03,16.6,21.0,12.6,0.0
2025-01-04,16.1,21.9,10.6,0.0
2025-01-05,17.1,21.9,12.8,0.0
2025-01-06,16.2,21.9,11.2,0.0
2025-01-07,16.2,22.2,10.1,0.0
2025-01-08,16.4,22.2,10.6,0.0
2025-01-09,15.5,21.0,10.5,0.0
2025-01-10,11.6,15.9,7.6,0.0
2025-01-11,11.4,15.9,7.8,0.0
2025-01-12,12.6,18.7,7.2,0.0
2025-01-13,14.9,21.3,7.6,0.0
2025-01-14,18.9,23.9,15.1,0.0
2025-01-15,17.9,20.1,14.7,0.0
2025-01-16,14.4,19.5,9.9,0.0
2025-01-17,14.2,19.8,8.9,0.0
2025-01-18,15.1,21.5,9.2,0.0
2025-01-19,16.5,23.0,10.4,0.0
2025-01-20,17.1,23.2,10.5,0.0
2025-01-21,17.4,23.1,11.6,0.0
2025-01-22,19.4,24.5,15.1,0.0
2025-01-23,19.5,23.0,15.9,0.3
2025-01-24,19.7,24.5,16.7,0.4
2025-01-25,19.2,24.4,15.0,0.0
2025-01-26,11.7,17.9,9.2,2.8
2025-01-27,11.6,16.6,7.2,0.0
2025-01-28,13.8,19.5,9.4,0.0
2025-01-29,15.3,21.0,10.9,0.0
2025-01-30,16.3,22.0,11.4,0.0
2025-01-31,19.0,24.7,13.9,0.0
2025-02-01,20.3,24.6,16.6,0.1
2025-02-02,16.6,19.4,13.9,11.7
2025-02-03,12.4,14.7,10.4,1.1
2025-02-04,12.5,18.2,7.8,0.0
2025-02-05,13.1,17.6,8.6,0.0
2025-02-06,15.0,19.6,11.7,0.2
2025-02-07,11.4,13.6,9.8,0.5
2025-02-08,11.0,15.4,8.1,0.0
2025-02-09,10.3,16.2,4.5,0.0
2025-02-10,13.5,19.1,8.1,0.0
2025-02-11,17.5,23.4,12.1,0.0
2025-02-12,20.8,26.1,17.2,0.5
2025-02-13,17.3,22.5,12.1,0.0
2025-02-14,18.7,24.4,13.1,0.0
2025-02-15,19.1,23.8,14.1,0.2
2025-02-16,19.8,24.1,16.5,0.1
2025-02-17,18.4,23.3,13.2,0.0
2025-02-18,17.7,21.7,14.9,0.0
2025-02-19,18.6,22.8,15.4,0.0
2025-02-20,20.5,26.2,16.6,0.1
2025-02-21,17.4,20.5,14.2,0.0
2025-02-22,16.3,19.5,14.1,0.1
2025-02-23,14.0,17.1,10.9,0.2
2025-02-24,13.6,19.9,7.9,0.0
2025-02-25,14.4,16.2,12.9,5.3
2025-02-26,14.9,19.3,12.1,4.7
2025-02-27,17.9,22.9,13.9,0.3
2025-02-28,19.7,26.4,14.1,0.0
2025-03-01,22.0,26.9,18.3,0.3
2025-03-02,23.8,29.3,20.4,0.3
2025-03-03,21.8,25.8,19.9,12.6
2025-03-04,19.0,22.5,15.9,4.7
2025-03-05,13.8,15.5,11.2,10.8
2025-03-06,12.2,16.2,9.6,1.6
2025-03-07,11.1,14.9,8.6,11.2
2025-03-08,13.6,18.1,9.6,0.0
2025-03-09,17.8,23.4,13.6,0.0
2025-03-10,20.0,25.0,14.5,0.0
2025-03-11,21.5,26.1,16.7,0.0
2025-03-12,22.4,27.4,17.8,0.0
2025-03-13,23.5,28.0,20.0,0.3
2025-03-14,23.4,27.5,20.4,1.3
2025-03-15,19.6,22.1,14.5,12.9
2025-03-16,14.7,19.0,11.1,0.4
2025-03-17,14.8,19.1,11.1,0.0
2025-03-18,15.8,20.2,13.0,0.6
2025-03-19,16.1,21.9,11.4,0.0
2025-03-20,17.4,23.0,12.1,0.0
2025-03-21,18.5,24.6,12.6,0.0
2025-03-22,19.5,25.5,13.3,0.0
2025-03-23,20.8,27.0,15.1,0.0
2025-03-24,22.9,30.3,16.2,0.0
2025-03-25,24.6,32.6,18.0,0.0
2025-03-26,24.9,32.4,19.1,0.0
2025-03-27,25.9,33.0,20.2,0.0
2025-03-28,23.4,26.0,14.7,1.5
2025-03-29,12.1,13.9,9.1,11.5
2025-03-30,10.1,12.1,8.7,6.0
2025-03-31,10.6,13.3,8.9,3.8
2025-04-01,14.4,20.8,9.9,0.8
2025-04-02,16.9,23.0,10.1,0.0
2025-04-03,19.5,25.6,13.1,0.0
2025-04-04,20.1,25.8,14.7,2.4
2025-04-05,19.4,21.8,17.9,6.3
2025-04-06,20.4,24.5,16.8,0.0
2025-04-07,21.7,27.4,16.4,0.0
2025-04-08,23.3,29.2,17.5,0.0
2025-04-09,24.8,31.2,20.8,2.2
2025-04-10,26.3,31.3,21.8,0.4
2025-04-11,26.7,32.0,22.5,0.1
2025-04-12,23.8,30.8,18.5,23.6
2025-04-13,18.7,21.5,15.9,0.1
2025-04-14,21.2,28.4,14.3,0.0
2025-04-15,24.2,31.5,17.6,0.0
2025-04-16,23.6,30.4,17.4,0.0
2025-04-17,25.0,31.0,19.9,0.0
2025-04-18,24.6,27.5,22.5,3.1
2025-04-19,26.1,29.9,24.4,6.8
2025-04-20,27.2,32.2,24.7,2.1
2025-04-21,27.2,32.1,23.7,0.3
2025-04-22,27.5,34.2,23.6,4.4
2025-04-23,26.5,31.5,24.0,20.8
2025-04-24,25.6,31.3,23.1,24.2
2025-04-25,21.5,23.1,19.6,35.0
2025-04-26,23.0,27.4,19.2,12.2
2025-04-27,23.5,28.0,21.3,8.5
2025-04-28,25.7,30.4,22.3,0.5
2025-04-29,24.9,28.9,20.6,0.2
2025-04-30,24.9,29.5,20.4,1.0
2025-05-01,24.6,27.5,22.9,17.3
2025-05-02,26.5,31.7,22.4,0.0
2025-05-03,25.5,29.9,23.2,14.0
2025-05-04,25.8,29.0,22.9,18.4
2025-05-05,25.9,29.9,23.0,28.3
2025-05-06,25.4,29.5,22.4,21.3
2025-05-07,24.9,28.0,23.0,24.5
2025-05-08,26.5,30.2,23.8,1.6
2025-05-09,25.3,26.9,24.1,5.6
2025-05-10,25.3,30.5,22.5,2.1
2025-05-11,21.8,26.2,16.5,5.9
2025-05-12,23.0,28.5,17.1,0.0
2025-05-13,24.0,29.0,19.5,0.1
2025-05-14,25.9,30.4,22.0,0.9
2025-05-15,27.0,30.9,23.5,0.9
2025-05-16,26.5,30.8,24.2,4.5
2025-05-17,26.2,28.7,24.5,9.9
2025-05-18,26.0,30.6,24.0,14.9
2025-05-19,25.9,30.8,23.5,23.5
2025-05-20,26.5,29.1,24.7,24.2
2025-05-21,27.3,32.0,25.2,11.1
2025-05-22,27.9,32.0,25.3,12.1
2025-05-23,26.8,29.5,25.0,19.6
2025-05-24,24.9,27.2,22.6,0.2
2025-05-25,22.7,24.5,21.2,0.1
2025-05-26,23.0,26.8,19.8,0.8
2025-05-27,24.0,27.1,20.2,3.1
2025-05-28,24.8,29.5,22.9,17.8
2025-05-29,23.6,25.4,22.4,39.4
2025-05-30,24.4,28.2,21.6,4.7
2025-05-31,26.2,29.9,23.0,0.0
2025-06-01,27.4,32.0,23.8,2.0
2025-06-02,28.1,31.5,25.6,24.5
2025-06-03,24.9,26.6,22.8,8.9
2025-06-04,25.9,29.0,23.2,3.5
2025-06-05,27.3,31.4,24.6,0.3
2025-06-06,28.0,32.5,24.2,1.7
2025-06-07,29.2,34.0,25.4,0.7
2025-06-08,29.6,33.7,26.2,1.2
2025-06-09,30.3,34.7,26.5,3.0
2025-06-10,29.4,34.4,26.2,4.3
2025-06-11,28.1,34.3,24.5,20.2
2025-06-12,27.4,32.1,25.0,36.6
2025-06-13,27.0,30.1,24.8,13.9
2025-06-14,26.3,29.6,24.2,31.0
2025-06-15,26.9,29.6,25.2,41.8
2025-06-16,26.0,27.5,24.8,64.5
2025-06-17,24.8,26.6,23.9,76.4
2025-06-18,26.8,29.1,24.6,8.9
2025-06-19,27.7,31.5,25.2,1.8
2025-06-20,27.1,29.9,24.9,11.1
2025-06-21,27.1,29.6,25.2,12.7
2025-06-22,27.5,31.0,25.4,12.3
2025-06-23,28.7,32.7,25.7,2.5
2025-06-24,29.3,33.2,26.0,0.6
2025-06-25,29.5,33.4,25.9,0.1
2025-06-26,26.8,29.5,25.0,27.5
2025-06-27,26.9,31.1,23.7,15.6
2025-06-28,26.6,30.1,24.0,13.5
2025-06-29,27.2,29.9,25.1,11.9
2025-06-30,27.2,30.4,25.4,21.2
2025-07-01,26.4,30.2,24.5,10.5
2025-07-02,27.6,32.1,24.5,9.3
2025-07-03,28.7,32.8,25.4,1.8
2025-07-04,29.6,33.3,26.2,1.6
2025-07-05,29.4,33.9,26.7,2.9
2025-07-06,29.9,34.1,26.2,0.9
2025-07-07,30.7,35.5,27.1,1.5
2025-07-08,30.0,35.3,27.0,2.8
2025-07-09,30.6,36.5,26.8,6.4
2025-07-10,28.0,31.6,26.5,65.0
2025-07-11,27.1,29.8,25.4,2.6
2025-07-12,27.4,31.4,25.0,6.6
2025-07-13,27.5,30.5,25.8,13.3
2025-07-14,28.1,31.5,26.2,9.7
2025-07-15,28.3,30.9,26.2,1.8
2025-07-16,30.4,34.2,27.2,0.7
2025-07-17,30.5,33.0,27.6,4.2
2025-07-18,29.2,33.1,26.5,14.3
2025-07-19,28.7,33.1,25.9,9.2
2025-07-20,27.6,29.2,25.8,18.1
2025-07-21,26.7,30.6,25.1,29.4
2025-07-22,27.4,30.9,25.0,9.6
2025-07-23,27.1,32.0,25.2,11.4
2025-07-24,27.8,33.3,24.4,5.1
2025-07-25,28.5,33.9,25.1,22.8
2025-07-26,29.5,34.7,25.0,1.1
2025-07-27,30.4,34.3,26.8,0.6
2025-07-28,28.8,32.2,26.9,11.2
2025-07-29,28.8,32.5,26.3,8.3
2025-07-30,28.2,33.0,26.0,32.0
2025-07-31,27.8,32.3,24.6,21.8
2025-08-01,28.1,32.3,24.8,6.3
2025-08-02,27.5,30.5,26.3,19.5
2025-08-03,26.7,29.4,25.0,54.9
2025-08-04,26.0,27.5,25.1,45.0
2025-08-05,25.9,28.5,24.5,32.9
2025-08-06,25.6,28.3,23.7,47.3
2025-08-07,27.3,31.2,23.9,3.3
2025-08-08,28.0,33.0,23.4,0.1
2025-08-09,29.5,33.8,25.7,0.0
2025-08-10,29.1,32.8,26.1,1.7
2025-08-11,28.9,33.2,26.2,0.6
2025-08-12,28.6,33.0,25.5,7.6
2025-08-13,29.2,33.5,26.2,3.0
2025-08-14,26.0,27.2,24.5,17.8
2025-08-15,26.6,30.5,23.5,20.3
2025-08-16,27.6,32.9,23.2,7.9
2025-08-17,26.8,31.2,24.4,7.6
2025-08-18,25.6,28.1,24.4,18.1
2025-08-19,25.8,28.1,23.9,25.0
2025-08-20,27.3,31.9,25.1,8.0
2025-08-21,28.4,32.1,25.6,1.2
2025-08-22,28.4,31.1,25.9,0.0
2025-08-23,29.0,34.5,25.8,9.1
2025-08-24,28.3,32.1,25.7,1.9
2025-08-25,28.1,33.3,25.5,2.8
2025-08-26,28.8,33.7,24.5,0.3
2025-08-27,27.9,33.5,25.2,9.0
2025-08-28,27.7,32.7,24.8,6.2
2025-08-29,29.3,35.0,25.5,3.1
2025-08-30,28.8,34.0,25.2,5.4
2025-08-31,29.4,33.4,25.5,1.7
2025-09-01,30.9,36.4,25.9,0.0
2025-09-02,30.6,36.0,26.9,2.6
2025-09-03,30.1,35.6,26.7,2.8
2025-09-04,31.9,37.8,27.1,0.1
2025-09-05,32.2,38.0,27.4,1.2
2025-09-06,32.4,37.3,27.8,0.2
2025-09-07,29.5,34.3,26.2,7.8
2025-09-08,25.6,26.9,24.3,38.1
2025-09-09,26.6,30.8,24.4,12.7
2025-09-10,27.1,31.4,24.6,5.5
2025-09-11,27.7,32.0,24.7,8.4
2025-09-12,28.7,32.3,25.4,0.0
2025-09-13,28.8,32.7,25.5,0.0
2025-09-14,28.8,32.8,25.5,0.1
2025-09-15,28.7,33.5,25.6,2.5
2025-09-16,28.7,33.7,25.6,3.1
2025-09-17,27.6,34.3,23.9,17.0
2025-09-18,27.9,33.0,24.4,1.4
2025-09-19,27.9,32.0,25.5,10.5
2025-09-20,25.0,26.2,24.2,24.0
2025-09-21,25.2,29.0,23.8,37.0
2025-09-22,27.7,32.2,23.8,0.4
2025-09-23,28.2,32.3,25.5,2.6
2025-09-24,25.0,26.0,24.1,67.8
2025-09-25,25.9,29.5,23.8,21.9
2025-09-26,28.0,32.7,24.2,0.7
2025-09-27,28.2,32.5,24.2,8.5
2025-09-28,27.1,30.2,25.2,3.8
2025-09-29,28.3,31.9,24.8,0.3
2025-09-30,28.8,33.0,25.0,0.0
2025-10-01,28.9,33.5,25.1,1.3
2025-10-02,28.4,32.1,25.1,0.1
2025-10-03,28.8,33.0,25.1,0.2
2025-10-04,28.9,34.2,25.6,2.4
2025-10-05,27.0,30.6,24.9,4.5
2025-10-06,27.6,31.7,25.0,3.0
2025-10-07,29.4,34.3,24.9,0.0
2025-10-08,29.9,34.7,26.0,0.7
2025-10-09,30.2,35.3,26.0,0.7
2025-10-10,30.7,35.5,26.6,0.3
2025-10-11,30.2,35.7,25.5,1.0
2025-10-12,27.6,32.4,25.6,5.4
2025-10-13,27.1,29.4,25.5,10.9
2025-10-14,28.1,32.7,24.9,5.1
2025-10-15,28.7,33.0,25.0,0.1
2025-10-16,29.0,33.8,25.8,0.9
2025-10-17,29.5,34.7,25.3,0.4
2025-10-18,30.1,34.7,25.6,0.0
2025-10-19,28.2,32.9,24.7,0.0
2025-10-20,24.6,29.0,21.4,0.0
2025-10-21,19.8,21.9,17.1,0.0
2025-10-22,17.1,17.9,16.1,2.6
2025-10-23,18.9,22.6,15.6,4.6
2025-10-24,21.4,23.9,18.9,0.0
2025-10-25,23.7,27.8,19.0,0.0
2025-10-26,25.1,29.5,21.5,0.0
2025-10-27,22.9,27.4,19.1,0.0
2025-10-28,22.3,25.5,19.9,1.8
2025-10-29,23.8,28.1,20.0,0.1
2025-10-30,24.1,28.5,22.0,1.9
2025-10-31,24.2,29.6,21.6,0.0
2025-11-01,22.3,25.6,19.9,0.1
2025-11-02,21.6,23.7,19.6,0.0
2025-11-03,18.9,20.1,17.5,0.4
2025-11-04,17.3,17.5,17.0,4.5
2025-11-05,20.8,25.8,16.6,0.1
2025-11-06,22.8,28.8,17.6,0.0
2025-11-07,24.4,26.8,22.0,0.0
2025-11-08,25.9,29.8,23.1,0.6
2025-11-09,25.2,29.6,21.9,0.0
2025-11-10,22.6,28.6,19.2,0.0
2025-11-11,21.2,25.5,19.1,0.0
2025-11-12,20.1,24.5,17.4,0.0
2025-11-13,19.5,21.6,18.0,0.2
2025-11-14,20.4,24.9,17.6,1.5
2025-11-15,22.1,26.6,18.0,0.0
2025-11-16,23.0,27.1,20.0,0.0
2025-11-17,23.2,28.0,19.0,0.0
2025-11-18,14.7,20.7,11.5,3.4
2025-11-19,12.7,15.9,10.5,0.0
2025-11-20,13.8,18.0,11.2,0.0
2025-11-21,15.8,20.7,12.5,0.0
2025-11-22,16.7,22.0,12.8,0.0
2025-11-23,18.5,24.1,13.8,0.0
2025-11-24,20.8,25.9,17.1,0.0
2025-11-25,18.5,22.6,14.9,0.0
2025-11-26,15.9,21.7,11.2,0.0
2025-11-27,16.8,21.6,12.8,0.0
2025-11-28,15.9,21.6,11.8,0.0
2025-11-29,16.4,23.2,9.8,0.0
2025-11-30,18.5,21.5,17.1,1.6
2025-12-01,20.0,24.9,16.7,0.0
2025-12-02,20.5,22.6,19.2,6.9
2025-12-03,19.0,21.1,16.5,0.0
2025-12-04,16.9,20.9,14.0,0.0
2025-12-05,18.7,23.0,14.8,0.0
2025-12-06,18.1,22.5,13.6,0.0
2025-12-07,19.0,24.6,14.3,0.0
2025-12-08,19.3,24.0,16.2,0.0
2025-12-09,18.3,23.7,14.0,0.0
2025-12-10,18.9,23.1,15.6,0.0
2025-12-11,21.2,25.7,17.5,0.0
2025-12-12,20.6,23.8,17.6,0.7
2025-12-13,16.0,19.2,12.5,10.7
2025-12-14,13.1,16.6,10.8,0.0
2025-12-15,13.3,19.0,8.1,0.0
2025-12-16,17.1,22.0,12.2,0.0
2025-12-17,20.0,25.5,16.4,0.1
2025-12-18,18.4,23.6,14.0,0.0
2025-12-19,19.6,24.0,15.9,0.0
2025-12-20,21.2,25.8,17.6,0.2
2025-12-21,20.4,24.5,17.1,0.0
2025-12-22,17.8,22.0,14.0,0.0
2025-12-23,19.9,25.2,16.1,0.5
2025-12-24,20.4,25.1,16.1,0.0
2025-12-25,13.4,16.7,11.8,2.8
2025-12-26,10.7,12.2,8.4,0.0
2025-12-27,13.8,18.5,11.3,0.0
2025-12-28,14.9,18.9,11.5,0.0
2025-12-29,16.3,21.0,11.6,0.0
2025-12-30,17.3,22.5,13.2,0.0
2025-12-31,17.3,21.9,13.1,0.0
2026-01-01,16.4,20.4,13.2,0.3
2026-01-02,11.5,15.4,8.3,0.0
2026-01-03,9.9,15.4,4.9,0.0
2026-01-04,13.1,18.7,8.1,0.0
2026-01-05,13.4,18.7,10.6,0.0
2026-01-06,10.7,14.4,8.4,0.0
2026-01-07,10.3,15.4,6.2,0.0
2026-01-08,11.6,17.6,7.2,0.0
2026-01-09,12.3,18.3,7.2,0.0
2026-01-10,13.9,20.6,7.8,0.0
2026-01-11,14.7,20.4,10.4,0.0
2026-01-12,14.9,21.4,8.2,0.0
2026-01-13,16.5,23.3,10.8,0.0
2026-01-14,17.6,24.0,11.7,0.0
2026-01-15,18.1,24.7,11.4,0.0
2026-01-16,19.3,25.3,12.9,0.0
2026-01-17,20.5,25.8,15.4,0.0
2026-01-18,20.0,26.0,13.8,0.0
2026-01-19,19.8,25.4,14.3,0.0
2026-01-20,16.0,18.6,12.1,0.0
2026-01-21,10.0,11.4,9.1,0.0
2026-01-22,8.3,9.9,6.2,0.2
2026-01-23,8.9,11.2,6.7,0.1
2026-01-24,13.1,18.9,9.4,0.4
2026-01-25,17.1,24.2,11.6,0.0
2026-01-26,19.2,25.0,13.4,0.0
2026-01-27,19.0,24.8,13.6,0.0
2026-01-28,16.9,21.5,12.3,0.0
2026-01-29,18.4,23.5,14.1,0.0
2026-01-30,19.1,23.2,16.3,0.0
2026-01-31,15.1,18.7,12.6,5.8
2026-02-01,13.4,18.5,8.8,0.1
2026-02-02,14.0,19.9,9.1,0.0
2026-02-03,15.5,21.1,9.8,0.0
2026-02-04,17.6,22.0,14.1,0.0
2026-02-05,20.1,25.7,14.7,0.0
2026-02-06,22.0,27.0,17.7,0.0
2026-02-07,18.7,21.6,15.1,0.0
2026-02-08,13.3,16.2,10.7,0.0
2026-02-09,13.5,18.9,8.6,0.0
2026-02-10,16.0,19.4,13.6,0.3
2026-02-11,18.4,23.2,15.2,1.3
2026-02-12,18.4,23.6,14.1,0.5
2026-02-13,19.8,24.5,15.8,0.0
2026-02-14,22.2,28.5,16.9,0.0
2026-02-15,22.6,27.9,19.2,0.5
2026-02-16,23.8,29.4,19.9,0.0
2026-02-17,16.8,20.4,13.9,0.0
2026-02-18,16.9,22.1,12.0,0.0
2026-02-19,18.0,22.8,13.1,0.0
2026-02-20,19.8,26.0,14.7,0.0
2026-02-21,20.7,25.9,16.0,0.0
2026-02-22,22.6,27.4,18.5,0.6
2026-02-23,22.4,27.2,18.7,0.5
2026-02-24,22.9,26.1,20.3,0.1
2026-02-25,23.6,27.2,20.1,0.0
2026-02-26,22.9,27.2,19.4,0.9
2026-02-27,23.4,27.8,20.2,3.6
2026-02-28,20.8,22.6,19.2,34.7
2026-03-01,21.8,25.9,19.2,0.5
2026-03-02,21.5,24.4,17.2,67.9
2026-03-03,15.2,16.8,13.9,19.3
2026-03-04,14.6,16.6,12.8,5.1
2026-03-05,17.9,22.9,14.2,0.0
2026-03-06,17.7,22.4,13.3,0.0
2026-03-07,18.4,23.1,13.7,0.0
2026-03-08,19.6,25.1,14.9,0.0
2026-03-09,19.2,23.1,15.6,0.9
2026-03-10,15.3,17.9,13.3,1.1
2026-03-11,17.7,21.2,14.9,0.1
2026-03-12,19.3,25.5,13.9,0.0
2026-03-13,18.1,23.5,13.6,0.0
2026-03-14,18.2,23.6,12.6,0.0
2026-03-15,19.9,25.0,15.4,0.0
2026-03-16,20.6,26.0,15.6,0.0
2026-03-17,21.1,25.6,16.8,0.1
2026-03-18,23.3,29.1,18.0,0.0
2026-03-19,24.0,28.8,18.1,0.0
2026-03-20,22.9,27.8,20.1,4.4
2026-03-21,21.5,24.0,20.0,8.7
2026-03-22,22.8,26.9,19.5,1.5
2026-03-23,23.8,28.6,19.9,0.0
2026-03-24,24.2,28.7,19.7,0.1
2026-03-25,26.0,31.5,21.2,0.2
2026-03-26,25.5,30.5,21.9,0.4
2026-03-27,25.1,29.5,22.0,2.0
2026-03-28,24.5,28.9,21.9,5.6
2026-03-29,23.9,28.6,21.5,13.1
2026-03-30,23.1,27.9,21.6,5.8
2026-03-31,23.9,29.0,19.1,12.8
2026-04-01,21.6,26.1,16.9,0.0
2026-04-02,23.3,25.8,21.7,1.5
2026-04-03,24.9,29.6,22.1,3.8
2026-04-04,23.1,25.5,20.9,1.4
2026-04-05,23.7,28.0,20.8,2.0
2026-04-06,25.8,29.1,23.0,11.3
2026-04-07,26.5,30.1,24.3,1.4
2026-04-08,24.5,26.9,22.8,2.4
2026-04-09,25.5,29.4,22.9,0.7
2026-04-10,26.4,31.8,23.0,0.0
2026-04-11,26.5,30.9,23.5,0.7
2026-04-12,26.6,30.4,24.5,0.5
2026-04-13,26.9,31.3,24.2,0.3
2026-04-14,26.8,30.6,24.3,0.3
2026-04-15,26.7,30.5,23.9,0.1
2026-04-16,26.4,30.4,23.6,11.7
2026-04-17,24.6,29.0,22.6,5.6
2026-04-18,24.6,28.0,21.3,0.3
2026-04-19,26.2,30.9,22.0,0.0
2026-04-20,24.9,30.1,22.6,31.5
2026-04-21,25.8,30.0,22.9,0.7
2026-04-22,26.2,29.5,23.5,0.2
2026-04-23,20.1,24.6,18.5,29.5
2026-04-24,19.6,21.6,18.0,0.7
2026-04-25,22.2,26.9,17.5,0.0
2026-04-26,23.9,28.5,19.5,0.0
2026-04-27,24.4,28.0,21.5,1.0
2026-04-28,23.5,28.2,21.0,36.3
2026-04-29,22.2,24.6,20.0,50.7
2026-04-30,20.3,24.7,17.0,0.0
2026-05-01,22.4,26.3,18.5,0.0
2026-05-02,24.8,29.1,21.5,1.8
2026-05-03,23.8,27.2,21.0,17.8
2026-05-04,22.1,24.6,20.0,1.9
2026-05-05,21.7,24.0,20.4,5.9
2026-05-06,23.2,26.4,20.1,0.0
2026-05-07,25.6,30.1,21.9,2.5
2026-05-08,24.6,27.2,23.1,13.1
2026-05-09,22.5,24.9,20.6,14.5
2026-05-10,24.1,26.8,21.7,1.3
2026-05-11,26.0,29.9,22.6,1.0
2026-05-12,27.4,31.4,23.9,1.6
2026-05-13,28.0,31.9,24.6,0.4
2026-05-14,26.7,29.6,25.5,23.4
2026-05-15,26.0,31.1,23.1,27.8
2026-05-16,26.1,29.5,23.6,0.8
2026-05-17,25.1,27.5,23.1,1.7
2026-05-18,25.0,28.5,23.5,5.8
2026-05-19,24.5,25.4,23.6,25.9
2026-05-20,25.2,27.1,24.1,37.1
2026-05-21,26.0,29.5,24.1,35.0
2026-05-22,27.9,31.9,24.8,4.7
2026-05-23,27.7,31.1,25.4,11.4
2026-05-24,29.5,33.5,26.0,1.0
2026-05-25,29.8,34.1,26.7,0.4
2026-05-26,30.1,34.2,26.7,0.4
2026-05-27,30.3,34.3,27.0,0.4
2026-05-28,31.0,35.3,27.4,0.0
2026-05-29,30.6,35.9,27.4,1.5
2026-05-30,29.3,34.0,25.0,0.7
2026-05-31,28.1,31.4,25.7,10.8
2026-06-01,29.1,33.1,25.7,4.9
2026-06-02,29.2,31.9,26.6,7.2
2026-06-03,31.2,36.3,26.9,1.7
2026-06-04,31.6,37.8,24.8,9.2
2026-06-05,28.7,33.2,24.8,10.2
2026-06-06,27.1,29.9,25.7,16.8
2026-06-07,27.9,32.0,25.1,7.4
2026-06-08,27.3,32.0,25.7,49.8
2026-06-09,25.4,28.6,22.4,3.2
2026-06-10,25.7,29.2,22.6,0.0
2026-06-11,26.8,31.0,22.7,0.1
2026-06-12,27.2,31.1,24.4,6.3
2026-06-13,27.7,30.7,25.9,10.7
2026-06-14,26.3,27.6,25.2,50.7
2026-06-15,25.9,28.9,24.5,98.2
2026-06-16,26.0,28.5,24.9,26.5
2026-06-17,26.3,31.0,24.8,10.2
2026-06-18,25.2,26.5,24.0,40.9
2026-06-19,27.1,29.9,24.2,6.2
2026-06-20,29.5,33.6,26.0,0.9
2026-06-21,29.7,33.6,26.5,1.0
2026-06-22,29.9,33.9,26.5,0.6
2026-06-23,29.7,33.6,27.1,6.0
2026-06-24,30.2,34.0,27.4,3.2
2026-06-25,28.8,33.2,26.1,37.5
2026-06-26,27.4,31.4,25.4,28.7
2026-06-27,28.2,31.9,26.2,10.3
2026-06-28,26.7,28.6,24.9,26.3
2026-06-29,27.5,31.9,24.8,9.4
